date,treatment_label,depth_label,metric_label,n_plots,mean_value,se_value,ymin,ymax
2022-09-08,Warmed,0-10 cm,"N-containing formulae
(%)",2,8.8810641627543,3.32550860719875,5.55555555555556,12.2065727699531
2022-11-16,Warmed,0-10 cm,"N-containing formulae
(%)",3,14.8417570013034,2.55644493071795,12.2853120705854,17.3982019320213
2023-05-30,Warmed,0-10 cm,"N-containing formulae
(%)",1,12.6016260162602,,12.6016260162602,12.6016260162602
2023-12-27,Warmed,0-10 cm,"N-containing formulae
(%)",1,18.7265917602996,,18.7265917602996,18.7265917602996
2024-04-16,Warmed,0-10 cm,"N-containing formulae
(%)",1,19.5652173913043,,19.5652173913043,19.5652173913043
2024-04-30,Warmed,0-10 cm,"N-containing formulae
(%)",1,19.2926045016077,,19.2926045016077,19.2926045016077
2017-05-31,Control,10-30 cm,"N-containing formulae
(%)",1,39.622641509434,,39.622641509434,39.622641509434
2017-11-22,Control,10-30 cm,"N-containing formulae
(%)",1,40,,40,40
2017-12-06,Control,10-30 cm,"N-containing formulae
(%)",2,50.7836990595611,12.8526645768025,37.9310344827586,63.6363636363636
2018-01-03,Control,10-30 cm,"N-containing formulae
(%)",1,48.3870967741936,,48.3870967741936,48.3870967741936
2018-01-30,Control,10-30 cm,"N-containing formulae
(%)",1,33.695652173913,,33.695652173913,33.695652173913
2018-02-27,Control,10-30 cm,"N-containing formulae
(%)",1,40.6779661016949,,40.6779661016949,40.6779661016949
2018-03-27,Control,10-30 cm,"N-containing formulae
(%)",1,34.6153846153846,,34.6153846153846,34.6153846153846
2018-05-09,Control,10-30 cm,"N-containing formulae
(%)",2,24.7752493327715,2.20887765135553,22.5663716814159,26.984126984127
2018-11-07,Control,10-30 cm,"N-containing formulae
(%)",1,19.5729537366548,,19.5729537366548,19.5729537366548
2019-09-10,Control,10-30 cm,"N-containing formulae
(%)",1,29.5652173913044,,29.5652173913044,29.5652173913044
2019-12-03,Control,10-30 cm,"N-containing formulae
(%)",1,36.5079365079365,,36.5079365079365,36.5079365079365
2020-01-14,Control,10-30 cm,"N-containing formulae
(%)",1,18.8976377952756,,18.8976377952756,18.8976377952756
2020-02-25,Control,10-30 cm,"N-containing formulae
(%)",2,29.2748917748918,8.82034632034632,20.4545454545455,38.0952380952381
2020-03-10,Control,10-30 cm,"N-containing formulae
(%)",1,21.1864406779661,,21.1864406779661,21.1864406779661
2020-07-28,Control,10-30 cm,"N-containing formulae
(%)",2,25.0868369133298,2.40642454219579,22.680412371134,27.4932614555256
2020-09-09,Control,10-30 cm,"N-containing formulae
(%)",1,17.3684210526316,,17.3684210526316,17.3684210526316
2020-10-06,Control,10-30 cm,"N-containing formulae
(%)",2,29.0533714034702,2.15681967933231,26.8965517241379,31.2101910828025
2020-11-05,Control,10-30 cm,"N-containing formulae
(%)",2,22.7754402368708,2.34533270998909,20.4301075268817,25.1207729468599
2020-12-29,Control,10-30 cm,"N-containing formulae
(%)",1,32.3651452282158,,32.3651452282158,32.3651452282158
2021-02-09,Control,10-30 cm,"N-containing formulae
(%)",1,32.7102803738318,,32.7102803738318,32.7102803738318
2021-02-23,Control,10-30 cm,"N-containing formulae
(%)",1,17.6923076923077,,17.6923076923077,17.6923076923077
2021-06-03,Control,10-30 cm,"N-containing formulae
(%)",1,39.647577092511,,39.647577092511,39.647577092511
2021-09-21,Control,10-30 cm,"N-containing formulae
(%)",1,45.8333333333333,,45.8333333333333,45.8333333333333
2021-12-15,Control,10-30 cm,"N-containing formulae
(%)",1,51.7241379310345,,51.7241379310345,51.7241379310345
2022-08-23,Control,10-30 cm,"N-containing formulae
(%)",2,24.234693877551,7.90816326530612,16.3265306122449,32.1428571428572
2022-09-08,Control,10-30 cm,"N-containing formulae
(%)",2,37.6100998238403,16.2360540223136,21.3740458015267,53.8461538461538
2022-11-01,Control,10-30 cm,"N-containing formulae
(%)",1,19.7916666666667,,19.7916666666667,19.7916666666667
2022-11-16,Control,10-30 cm,"N-containing formulae
(%)",1,32.1321321321321,,32.1321321321321,32.1321321321321
2023-01-12,Control,10-30 cm,"N-containing formulae
(%)",2,16.4918010005559,11.134658143413,5.35714285714286,27.6264591439689
2023-02-07,Control,10-30 cm,"N-containing formulae
(%)",1,8.37988826815642,,8.37988826815642,8.37988826815642
2023-05-02,Control,10-30 cm,"N-containing formulae
(%)",1,10.9979633401222,,10.9979633401222,10.9979633401222
2023-05-30,Control,10-30 cm,"N-containing formulae
(%)",2,39.3092105263158,8.05921052631579,31.25,47.3684210526316
2023-08-22,Control,10-30 cm,"N-containing formulae
(%)",1,46.1065573770492,,46.1065573770492,46.1065573770492
2023-10-03,Control,10-30 cm,"N-containing formulae
(%)",1,16.6153846153846,,16.6153846153846,16.6153846153846
2023-12-12,Control,10-30 cm,"N-containing formulae
(%)",1,45.5795677799607,,45.5795677799607,45.5795677799607
2024-04-30,Control,10-30 cm,"N-containing formulae
(%)",1,17.5,,17.5,17.5
2017-05-31,Warmed,10-30 cm,"N-containing formulae
(%)",1,18.1818181818182,,18.1818181818182,18.1818181818182
2017-11-22,Warmed,10-30 cm,"N-containing formulae
(%)",1,34.5991561181435,,34.5991561181435,34.5991561181435
2017-12-06,Warmed,10-30 cm,"N-containing formulae
(%)",2,16.4826606807458,2.79444775298914,13.6882129277567,19.2771084337349
2018-01-30,Warmed,10-30 cm,"N-containing formulae
(%)",1,14.9812734082397,,14.9812734082397,14.9812734082397
2018-02-27,Warmed,10-30 cm,"N-containing formulae
(%)",1,9.52380952380952,,9.52380952380952,9.52380952380952
2018-05-09,Warmed,10-30 cm,"N-containing formulae
(%)",1,23.3333333333333,,23.3333333333333,23.3333333333333
2018-11-07,Warmed,10-30 cm,"N-containing formulae
(%)",1,16.7553191489362,,16.7553191489362,16.7553191489362
2019-09-10,Warmed,10-30 cm,"N-containing formulae
(%)",1,13.9805825242718,,13.9805825242718,13.9805825242718
2019-12-03,Warmed,10-30 cm,"N-containing formulae
(%)",1,7.07964601769912,,7.07964601769912,7.07964601769912
2020-01-14,Warmed,10-30 cm,"N-containing formulae
(%)",1,16.6355140186916,,16.6355140186916,16.6355140186916
2020-02-25,Warmed,10-30 cm,"N-containing formulae
(%)",2,22.1922462030376,11.0811350919265,11.1111111111111,33.273381294964
2020-03-10,Warmed,10-30 cm,"N-containing formulae
(%)",1,18.4542586750789,,18.4542586750789,18.4542586750789
2020-07-28,Warmed,10-30 cm,"N-containing formulae
(%)",1,4.94296577946768,,4.94296577946768,4.94296577946768
2020-09-09,Warmed,10-30 cm,"N-containing formulae
(%)",2,13.2213157213157,7.45208495208495,5.76923076923077,20.6734006734007
2020-10-06,Warmed,10-30 cm,"N-containing formulae
(%)",2,15.3207958659662,7.10483342465165,8.21596244131455,22.4256292906178
2020-11-05,Warmed,10-30 cm,"N-containing formulae
(%)",1,1.4018691588785,,1.4018691588785,1.4018691588785
2020-12-29,Warmed,10-30 cm,"N-containing formulae
(%)",1,12.2605363984674,,12.2605363984674,12.2605363984674
2021-02-09,Warmed,10-30 cm,"N-containing formulae
(%)",1,10.2836879432624,,10.2836879432624,10.2836879432624
2021-02-23,Warmed,10-30 cm,"N-containing formulae
(%)",1,9.77295162882527,,9.77295162882527,9.77295162882527
2021-06-03,Warmed,10-30 cm,"N-containing formulae
(%)",1,5.3030303030303,,5.3030303030303,5.3030303030303
2021-09-21,Warmed,10-30 cm,"N-containing formulae
(%)",1,31.3351498637602,,31.3351498637602,31.3351498637602
2021-12-15,Warmed,10-30 cm,"N-containing formulae
(%)",1,6.56108597285068,,6.56108597285068,6.56108597285068
2022-08-23,Warmed,10-30 cm,"N-containing formulae
(%)",2,24.7155049786629,3.66287339971551,21.0526315789474,28.3783783783784
2022-09-08,Warmed,10-30 cm,"N-containing formulae
(%)",2,53.0720338983051,34.4279661016949,18.6440677966102,87.5
2022-11-01,Warmed,10-30 cm,"N-containing formulae
(%)",1,40.3061224489796,,40.3061224489796,40.3061224489796
2022-11-16,Warmed,10-30 cm,"N-containing formulae
(%)",1,26.7605633802817,,26.7605633802817,26.7605633802817
2023-01-12,Warmed,10-30 cm,"N-containing formulae
(%)",2,29.5080670673837,1.52641569123695,27.9816513761468,31.0344827586207
2023-02-07,Warmed,10-30 cm,"N-containing formulae
(%)",1,40,,40,40
2023-05-02,Warmed,10-30 cm,"N-containing formulae
(%)",1,63.0331753554502,,63.0331753554502,63.0331753554502
2023-05-30,Warmed,10-30 cm,"N-containing formulae
(%)",2,21.5453174276704,8.71109282873989,12.8342245989305,30.2564102564103
2023-08-22,Warmed,10-30 cm,"N-containing formulae
(%)",1,30.1298701298701,,30.1298701298701,30.1298701298701
2023-10-03,Warmed,10-30 cm,"N-containing formulae
(%)",1,33.8501291989664,,33.8501291989664,33.8501291989664
2023-12-12,Warmed,10-30 cm,"N-containing formulae
(%)",1,34.7126436781609,,34.7126436781609,34.7126436781609
2024-04-30,Warmed,10-30 cm,"N-containing formulae
(%)",1,41.7307692307692,,41.7307692307692,41.7307692307692
